ic,log_hr,se,hr,hr_lo,hr_hi,source
-1.4,-0.20165616509446294,0.04514117452664286,0.8173759220046156,0.7481641545229207,0.8929903869812136,HRS
-1.35,-0.20214094437318464,0.04373519726140902,0.8169797711253288,0.7498651182148609,0.8901013398475572,HRS
-1.2999999999999998,-0.20262572365190637,0.04233548239104912,0.8165838122452371,0.7515607241422771,0.8872325295896274,HRS
-1.25,-0.20311050293062807,0.04094267220163146,0.816188045271286,0.7532499702661353,0.8843849340059007,HRS
-1.2,-0.20359528220934978,0.03955749603648597,0.8157924701104656,0.7549317173335982,0.8815596682565243,HRS
-1.15,-0.20408006148807148,0.038180784778235034,0.8153970866698118,0.7566046660647918,0.8787580076762047,HRS
-1.1,-0.20456484076679318,0.03681348812359606,0.8150018948564048,0.7582673299444667,0.8759814149822024,HRS
-1.0499999999999998,-0.20504962004551489,0.035456695239536,0.8146068945773706,0.7599180026936454,0.8732315728023432,HRS
-1,-0.2055343993242366,0.03411165951300912,0.8142120857398794,0.7615547193025726,0.8705104226417276,HRS
-0.95,-0.2060191786029583,0.03277982824989385,0.813817468251147,0.7631752092818788,0.8678202116312278,HRS
-0.8999999999999999,-0.20650395788168,0.031462878339283504,0.8134230420184339,0.764776840538074,0.8651635486516573,HRS
-0.8499999999999999,-0.2069887371604017,0.030162759068618285,0.8130288069490457,0.7663565520157517,0.8625434716912318,HRS
-0.7999999999999998,-0.20747351643912343,0.028881743434381123,0.8126347629503328,0.7679107730023588,0.8599635285404635,HRS
-0.75,-0.20795829571784513,0.027622489404944352,0.8122409099296904,0.7694353268213119,0.8574278730987142,HRS
-0.7,-0.20844307499656684,0.026388112588475357,0.811847247794559,0.7709253166537029,0.8549413795521569,HRS
-0.6499999999999999,-0.20892785427528854,0.025182271521385503,0.8114537764524234,0.7723749916149343,0.852509776296812,HRS
-0.5999999999999999,-0.20941263355401024,0.024009266126028467,0.8110604958108139,0.7737775922794735,0.8501398004134652,HRS
-0.5499999999999998,-0.20989741283273194,0.022874148482141934,0.8106674057773049,0.7751251770807098,0.8478393712674831,HRS
-0.5,-0.21038219211145365,0.021782842459023507,0.810274506259516,0.7764084351319298,0.84561777768751345,HRS
-0.44999999999999996,-0.21086697139017535,0.02074226434951453,0.8098817971651117,0.7776164979859764,0.8434858662055028,HRS
-0.3999999999999999,-0.21135175066889705,0.019760429727983864,0.8094892784018007,0.7787367737792753,0.8414562069123479,HRS
-0.34999999999999987,-0.21183652994761876,0.018846521792176368,0.8090969498773372,0.779754842912804,0.8395431977766057,HRS
-0.2999999999999998,-0.21232130922634046,0.018010883715973296,0.8087048114995194,0.7806544744526868,0.8377630482435805,HRS
-0.25,-0.2128060885050622,0.017264884266527496,0.8083128631761907,0.7814178432333871,0.8361335621318137,HRS
-0.19999999999999996,-0.2132908677837839,0.01662059785873565,0.8079211048152387,0.7820260401341884,0.8346736273562866,HRS
-0.1499999999999999,-0.2137756470625056,0.01609024752966749,0.8075295363245962,0.78245995607631,0.8334023319309907,HRS
-0.09999999999999987,-0.2142604263412273,0.01568539466794114,0.8071381576122401,0.7827015640560644,0.8323376819354571,HRS
-0.04999999999999982,-0.214745205619949,0.015415929882790889,0.8067469685861921,0.7827355118898077,0.8314950087694946,HRS
0,-0.2152299848986707,0.015289013387139047,0.8063559691545187,0.7825507901475214,0.8308853012192982,HRS
0.050000000000000266,-0.2157147641773924,0.015308191091440292,0.8059651592253305,0.782142117733611,0.8305138198763413,HRS
0.10000000000000009,-0.2161995434561141,0.015472919781700218,0.8055745387067831,0.7815106776233222,0.8303793614006536,HRS
0.1499999999999999,-0.21668432273483582,0.015778641468413908,0.8051841075070763,0.7806639838943953,0.8304743914888597,HRS
0.20000000000000018,-0.21716910201355752,0.01621738433118964,0.8047938655344543,0.7796149186042355,0.8307860079967057,HRS
0.25,-0.21765388129227922,0.01677871659100369,0.8044038126972064,0.7783802151135271,0.8312974576151418,HRS
0.30000000000000027,-0.21813866057100095,0.017450812424522615,0.8040139489036655,0.7769787693022951,0.8319898246539599,HRS
0.3500000000000001,-0.21862343984972266,0.0182214194301505,0.8036242740622096,0.7754301107720294,0.8328435598393691,HRS
0.40000000000000036,-0.21910821912844436,0.01907860439764929,0.8032347880812607,0.773753227500195,0.8338396556591877,HRS
0.4500000000000002,-0.21959299840716606,0.020011244674269575,0.8028454908692854,0.7719657942010377,0.8349604180017401,HRS
0.5,-0.22007777768588777,0.02100929387209158,0.8024563823347945,0.7700837578087046,0.8361898806724413,HRS
0.5500000000000003,-0.22056255696460947,0.022063877549815914,0.8020674623863434,0.768121191414939,0.8375139514558078,HRS
0.6000000000000001,-0.22104733624333117,0.023167276577137404,0.8016787309325315,0.7660903250798328,0.838920381304412,HRS
0.6500000000000004,-0.22153211552205287,0.02431284564605369,0.8012901878820027,0.7640016783778996,0.8403986317925194,HRS
0.7000000000000002,-0.22201689480077458,0.025494900877528953,0.8009018331434452,0.7618642410493024,0.8419396944645696,HRS
0.75,-0.22250167407949628,0.02670859835409122,0.8005136666255912,0.7596856673458963,0.8435358964888464,HRS
0.8000000000000003,-0.222986453358218,0.027949816265303892,0.8001256882372175,0.7574724641334925,0.8451807125549263,HRS
0.8500000000000001,-0.22347123263693972,0.029215047157710866,0.7997378978871448,0.7552301625991651,0.846868593166086,HRS
0.9000000000000004,-0.22395601191566142,0.030501302915272942,0.7993502954842382,0.7529634695072788,0.8485948133829914,HRS
0.9500000000000002,-0.22444079119438312,0.031806032864381995,0.7989628809374069,0.7506763974581607,0.8503553425647424,HRS
1,-0.22492557047310482,0.03312705422385155,0.7985756541556042,0.7483723754420772,0.8521467338146154,HRS
1.0500000000000003,-0.22541034975182653,0.03446249359040634,0.7981886150478276,0.7460543418048052,0.853966031014211,HRS
1.1,-0.22589512903054823,0.035810737989135845,0.7978017635231186,0.7437248219845085,0.8558106910863005,HRS
1.1500000000000004,-0.22637990830926993,0.03717039405391367,0.7974150994905629,0.7413859933147827,0.8576785191915027,HRS
1.2000000000000002,-0.22686468758799164,0.03854025403210059,0.7970286228592901,0.7390397389777199,0.8595676147749448,HRS
1.25,-0.22734946686671334,0.03991926747240503,0.7966423335384742,0.7366876929257528,0.8614763266441425,HRS
1.3000000000000003,-0.22783424614543507,0.04130651762309342,0.7962562314373328,0.7343312773212568,0.8634032155291258,HRS
